City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,geraldton,-28.7667,114.6,59.41400000000003,88,34,4.12,AU,2024-11-12
295,quellon,-43.1167,-73.6167,55.43600000000007,78,100,3.96,CL,2024-11-12
296,mora,11.0461,14.1401,83.82200000000003,27,4,2.29,CM,2024-11-12
297,mili,6.0815,171.735,82.43600000000006,76,99,3.42,MH,2024-11-12
298,college,64.8569,-147.8028,2.894000000000073,83,75,0.0,US,2024-11-12
299,berberati,4.2612,15.7922,75.90200000000007,64,42,1.53,CF,2024-11-12
300,kovylkino,54.0388,43.9139,29.858000000000004,83,63,3.03,RU,2024-11-12
301,mar del plata,-38.0023,-57.5575,69.94400000000007,35,75,6.69,AR,2024-11-12
302,juan griego,11.0817,-63.9655,84.542,68,100,4.7,VE,2024-11-12
303,malvan,16.0667,73.4667,79.66400000000003,64,61,3.72,IN,2024-11-12
304,miri,4.4148,114.0089,78.94400000000007,94,40,0.0,MY,2024-11-12
305,achinsk,56.2694,90.4993,14.378000000000064,86,100,6.6,RU,2024-11-12
306,miles city,46.4083,-105.8406,36.57200000000004,100,0,2.57,US,2024-11-12
307,coalinga,36.1397,-120.3602,52.05200000000008,54,2,2.78,US,2024-11-12
308,kalmunai,7.4167,81.8167,80.45600000000003,82,95,3.19,LK,2024-11-12
309,ovruch,51.3246,28.8035,32.522000000000034,88,16,1.99,UA,2024-11-12
310,adrar,20.5022,-10.0711,78.78200000000001,13,1,1.02,MR,2024-11-12
311,port douglas,-16.4833,145.4667,76.62200000000004,78,78,1.99,AU,2024-11-12
312,carolina beach,34.0352,-77.8936,72.05,60,31,0.89,US,2024-11-12
313,sidi akkacha,36.4647,1.3026,64.68800000000005,68,41,3.16,DZ,2024-11-12
314,chinde,26.8212,87.7095,65.82200000000003,76,6,2.63,NP,2024-11-12
315,guarapari,-20.6667,-40.4975,81.158,75,0,5.44,BR,2024-11-12
316,labrador city,52.9463,-66.9114,23.18000000000004,66,75,28.16,CA,2024-11-12
317,pisco,-13.7,-76.2167,69.0260000000001,77,94,5.66,PE,2024-11-12
318,port moresby,-9.4431,147.1797,76.424,94,20,1.54,PG,2024-11-12
319,luneville,48.6,6.5,46.292,79,97,5.82,FR,2024-11-12
320,mata-utu,-13.2816,-176.1745,81.91400000000003,79,87,6.33,WF,2024-11-12
321,peddapalli,18.6167,79.3667,71.18600000000006,58,81,2.3,IN,2024-11-12
322,xiongzhou,25.1167,114.3,65.89400000000008,68,47,0.6,CN,2024-11-12
323,saipan,15.1355,145.701,80.65400000000005,85,100,7.72,MP,2024-11-12
324,lillesand,58.2488,8.3778,39.34400000000007,100,95,1.54,NO,2024-11-12
325,necochea,-38.5473,-58.7368,64.292,51,62,6.38,AR,2024-11-12
326,ust-nera,64.5667,143.2,-22.82799999999996,98,100,0.79,RU,2024-11-12
327,subaykhan,34.8544,40.6083,65.13800000000005,46,58,3.88,SY,2024-11-12
328,taulaga,-11.0553,-171.0883,82.70600000000003,71,96,6.27,AS,2024-11-12
329,debark',13.1561,37.8981,58.208000000000006,51,93,0.28,ET,2024-11-12
330,kristiansund,63.1115,7.732,54.248000000000026,66,75,4.12,NO,2024-11-12
331,pangyan,5.7008,125.2811,78.08000000000004,87,83,1.02,PH,2024-11-12
332,zyrya,40.3661,50.2917,50.09000000000002,69,90,8.56,AZ,2024-11-12
333,severo-yeniseyskiy,60.3725,93.0408,6.800000000000001,89,100,5.23,RU,2024-11-12
334,westport,41.1415,-73.3579,54.320000000000064,48,0,9.77,US,2024-11-12
335,conde,-7.2597,-34.9075,85.46000000000008,62,75,5.14,BR,2024-11-12
336,fuxin,42.0156,121.6589,42.31400000000004,33,18,1.64,CN,2024-11-12
337,veinticinco de mayo,-35.4323,-60.1727,78.98000000000005,42,18,0.89,AR,2024-11-12
338,zaterechnyy,44.7931,45.2097,41.63000000000004,72,99,4.5,RU,2024-11-12
339,prince rupert,54.3161,-130.3201,46.09400000000007,92,75,9.77,CA,2024-11-12
340,qarazhal,48.0078,70.7903,2.4800000000000395,96,59,2.27,KZ,2024-11-12
341,nova sintra,14.8667,-24.7167,79.46600000000001,70,12,10.89,CV,2024-11-12
342,kegeyli shahar,42.7767,59.6078,42.02600000000009,61,92,6.54,UZ,2024-11-12
343,gebre guracha,9.8,38.4,56.89400000000008,62,75,1.73,ET,2024-11-12
344,mattapoisett,41.6584,-70.8161,54.98600000000007,52,0,7.6,US,2024-11-12
345,queenstown,-31.8976,26.8753,64.67000000000006,64,19,2.87,ZA,2024-11-12
346,mariental,-24.6333,17.9667,82.27400000000002,7,0,3.99,,2024-11-12
347,ixtapa,20.7,-105.2,85.22600000000008,65,75,1.79,MX,2024-11-12
348,kavaratti,10.5669,72.642,83.46200000000006,73,22,3.96,IN,2024-11-12
349,porto novo,6.4965,2.6036,84.02000000000007,77,90,3.18,BJ,2024-11-12
350,dursunbey,39.586,28.6257,48.2,73,99,0.09,TR,2024-11-12
351,kuala lipis,4.1842,102.0468,73.4,99,100,0.37,MY,2024-11-12
352,thunder bay,48.4001,-89.3168,39.182000000000016,75,40,0.51,CA,2024-11-12
353,lejanias,3.5251,-74.0216,77.75600000000003,83,61,1.87,CO,2024-11-12
354,shanhaiguan,39.9988,119.7564,47.37200000000004,50,100,1.29,CN,2024-11-12
355,wanning,18.8003,110.3967,73.45400000000005,89,57,1.73,CN,2024-11-12
356,areka,7.0667,37.7,63.266000000000005,66,99,1.95,ET,2024-11-12
357,kenai,60.5544,-151.2583,8.654000000000053,92,0,2.57,US,2024-11-12
358,berdigestyakh,62.0989,126.6992,-6.231999999999964,100,91,1.58,RU,2024-11-12
359,irece,-11.3042,-41.8558,69.33200000000002,92,100,1.29,BR,2024-11-12
360,dzuunharaa,48.8523,106.4579,27.5,61,8,2.52,MN,2024-11-12
361,khairpur,27.5295,68.7617,81.14000000000001,25,0,3.06,PK,2024-11-12
362,zakynthos,37.7914,20.8953,58.31600000000001,94,75,3.6,GR,2024-11-12
363,cabo san lucas,22.8909,-109.9124,82.76000000000008,56,0,2.06,MX,2024-11-12
364,ankang,32.68,109.0172,60.674000000000014,76,97,1.57,CN,2024-11-12
365,choyr,46.3611,108.3611,29.192,45,3,1.42,MN,2024-11-12
366,oamaru,-45.0784,170.9801,48.90200000000008,83,73,1.24,NZ,2024-11-12
367,punta del este,-34.9667,-54.95,68.108,67,40,4.12,UY,2024-11-12
368,yala,6.3333,101.25,73.88600000000007,96,100,0.61,TH,2024-11-12
369,mejit,10.2753,170.8646,83.22800000000007,76,77,7.27,MH,2024-11-12
370,mountain home,43.133,-115.6912,44.024000000000015,65,75,4.92,US,2024-11-12
371,lovington,32.944,-103.3485,63.03200000000002,71,100,1.79,US,2024-11-12
372,port hedland,-20.3167,118.5667,82.45400000000005,57,11,4.12,AU,2024-11-12
373,dawson creek,55.7666,-120.2362,20.84000000000002,93,100,2.06,CA,2024-11-12
374,gadzhiyevo,69.2551,33.3362,35.45600000000003,86,100,3.24,RU,2024-11-12
375,mount gambier,-37.8333,140.7667,52.52000000000006,94,90,3.91,AU,2024-11-12
376,naze,28.3667,129.4833,69.99800000000002,76,100,4.25,JP,2024-11-12
377,yeniseysk,58.4497,92.1703,14.30600000000003,86,100,4.61,RU,2024-11-12
378,dedougou,12.4667,-3.4667,85.04600000000005,19,47,1.67,BF,2024-11-12
379,hirara,24.8,125.2833,78.65600000000003,88,100,6.69,JP,2024-11-12
380,tahlequah,35.9154,-94.97,68.21600000000001,49,0,4.12,US,2024-11-12
381,tres palos,18.1833,-101.6167,86.27000000000007,59,79,1.7,MX,2024-11-12
382,pudozh,61.8099,36.5345,34.268000000000086,98,100,1.92,RU,2024-11-12
383,taguatinga,-12.3857,-46.5711,85.73000000000005,55,79,2.45,BR,2024-11-12
384,eastham,41.8301,-69.9739,52.98800000000004,63,53,8.05,US,2024-11-12
385,ad dabbah,18.05,30.95,80.74400000000007,27,0,6.42,SD,2024-11-12
386,north bend,43.4065,-124.2243,55.25600000000003,82,100,5.66,US,2024-11-12
387,novouzensk,50.4592,48.1431,30.70400000000005,77,47,2.32,RU,2024-11-12
388,hasaki,35.7333,140.8333,65.67800000000007,84,24,5.17,JP,2024-11-12
389,aktobe,50.2797,57.2072,26.69000000000002,80,100,3.0,KZ,2024-11-12
390,ergoldsbach,48.6833,12.2,37.61600000000001,92,67,1.57,DE,2024-11-12
391,chulakkurgan,43.765,69.1814,38.498000000000026,91,100,2.37,KZ,2024-11-12
392,palmer,42.1584,-72.3287,50.522000000000034,44,75,9.26,US,2024-11-12
393,makouda,36.7857,4.0627,55.70600000000003,80,65,1.97,DZ,2024-11-12
394,taltal,-25.4,-70.4833,63.842,75,36,1.24,CL,2024-11-12
395,eydhafushi,5.1033,73.0708,83.01200000000006,71,10,3.71,MV,2024-11-12
396,ancud,-41.8697,-73.8203,55.54400000000008,75,85,4.22,CL,2024-11-12
397,kitimat,54.0524,-128.6534,40.67600000000009,29,100,1.34,CA,2024-11-12
398,asaba,6.2006,6.7338,83.28200000000001,51,64,0.7,NG,2024-11-12
399,awjilah,29.1081,21.2869,70.23200000000001,30,9,4.12,LY,2024-11-12
400,nogliki,51.8333,143.1667,20.10200000000008,55,2,5.58,RU,2024-11-12
401,tocaima,4.4582,-74.6343,83.84000000000002,65,56,0.49,CO,2024-11-12
402,pangkalanbuun,-2.6833,111.6167,74.93000000000004,99,73,0.8,ID,2024-11-12
403,magistral'nyy,56.1725,107.4458,21.77600000000009,77,99,6.81,RU,2024-11-12
404,katsuura,35.1333,140.3,63.44600000000005,86,3,5.97,JP,2024-11-12
405,ballina,-28.8667,153.5667,67.28000000000004,90,81,0.81,AU,2024-11-12
406,eket,4.6412,7.9209,80.07800000000006,81,88,3.73,NG,2024-11-12
407,montmagny,48.9734,2.3469,50.360000000000085,81,75,5.14,FR,2024-11-12
408,pierre,44.3683,-100.351,51.27800000000006,76,0,9.26,US,2024-11-12
409,dudinka,69.4058,86.1778,-15.24999999999995,94,93,5.55,RU,2024-11-12
410,kudahuvadhoo,2.6708,72.8944,82.88600000000007,71,81,3.47,MV,2024-11-12
411,truth or consequences,33.1284,-107.2528,69.908,35,0,2.57,US,2024-11-12
412,kapa'a,22.0752,-159.319,75.52400000000002,95,20,6.69,US,2024-11-12
413,nieuw amsterdam,5.8833,-55.0833,89.61800000000008,58,40,2.06,SR,2024-11-12
414,laibin,23.7,109.2667,76.11800000000008,65,6,0.82,CN,2024-11-12
415,bol'shoye murashkino,55.7826,44.7754,30.29000000000002,81,98,4.29,RU,2024-11-12
416,huarmey,-10.0681,-78.1522,70.88000000000004,73,88,3.94,PE,2024-11-12
417,fortuna,40.5982,-124.1573,52.98800000000004,92,0,6.17,US,2024-11-12
418,corumba,-19.0092,-57.6533,76.91000000000008,61,75,8.23,BR,2024-11-12
419,ulanhot,46.0833,122.0833,29.33600000000007,49,33,3.36,CN,2024-11-12
420,nzerekore,7.7562,-8.8179,79.97000000000006,55,23,1.5,GN,2024-11-12
421,pohang,36.0322,129.365,58.33399999999999,80,50,3.53,KR,2024-11-12
422,tulun,54.5611,100.5792,15.638000000000044,61,84,4.74,RU,2024-11-12
423,munster,51.9624,7.6257,45.860000000000085,86,20,1.54,DE,2024-11-12
424,pimenta bueno,-11.6725,-61.1936,78.8,71,99,2.12,BR,2024-11-12
425,anna regina,7.2644,-58.5077,83.03000000000004,74,98,3.76,GY,2024-11-12
426,ta`u,-14.2336,-169.5144,79.91600000000001,82,78,7.74,AS,2024-11-12
427,south hedland,-20.4089,118.5983,82.32800000000006,57,9,4.12,AU,2024-11-12
428,churu,28.3,74.95,71.88800000000005,28,0,1.19,IN,2024-11-12
429,tofol,5.3248,163.0078,84.18200000000002,69,29,5.74,FM,2024-11-12
430,saldanha,-33.0117,17.9442,64.45400000000005,86,2,7.54,ZA,2024-11-12
431,ringkobing,56.0901,8.244,40.98200000000001,100,100,1.03,DK,2024-11-12
432,zhongxing,33.7039,118.6792,59.63000000000004,83,85,3.87,CN,2024-11-12
433,jianguang,28.1938,115.7836,65.15600000000003,69,8,2.61,CN,2024-11-12
434,san juan,-31.5375,-68.5364,83.73200000000001,18,2,1.59,AR,2024-11-12
435,magadan,59.5667,150.8,2.1560000000000272,73,80,4.06,RU,2024-11-12
436,manado,1.487,124.8455,75.97400000000002,100,20,1.03,ID,2024-11-12
437,tierralta,8.1736,-76.0592,85.96400000000003,66,58,2.53,CO,2024-11-12
438,tynda,55.1667,124.7167,-7.869999999999962,100,43,0.12,RU,2024-11-12
439,harstad,68.799,16.5293,48.14600000000005,92,100,14.31,NO,2024-11-12
440,palmi,38.3653,15.8615,58.40600000000003,75,92,2.96,IT,2024-11-12
441,bodo,67.28,14.405,44.78000000000005,84,75,7.2,NO,2024-11-12
442,east ballina,-28.8667,153.5833,67.28000000000004,90,81,0.81,AU,2024-11-12
443,mehran,33.1222,46.1646,70.44800000000002,58,24,3.79,IR,2024-11-12
444,smithers,54.7804,-127.1743,34.12400000000001,93,75,2.57,CA,2024-11-12
445,altus,34.6381,-99.334,66.97400000000002,55,0,7.72,US,2024-11-12
446,al bawiti,28.3492,28.8659,65.10200000000007,51,52,3.86,EG,2024-11-12
447,charters towers,-20.1,146.2667,71.38399999999999,83,87,4.75,AU,2024-11-12
448,morant bay,17.8815,-76.4093,82.99400000000007,80,91,2.4,JM,2024-11-12
449,matadi,-5.8167,13.45,83.37200000000004,78,55,1.3,CD,2024-11-12
450,tutoia,-2.7619,-42.2744,83.93000000000004,62,71,5.8,BR,2024-11-12
451,tongchuanshi,35.0806,109.0897,52.05200000000008,90,100,0.84,CN,2024-11-12
452,san pedro de ycuamandiyu,-24.0917,-57.0764,61.19600000000005,70,98,2.66,PY,2024-11-12
453,igreja,15.0333,-24.3333,71.61800000000008,60,15,5.74,CV,2024-11-12
454,crane,31.3974,-102.3501,76.02800000000006,49,40,9.35,US,2024-11-12
455,wick,58.4333,-3.0833,48.254000000000055,87,20,1.54,GB,2024-11-12
456,yeppoon,-23.1333,150.7333,70.84400000000008,88,79,2.93,AU,2024-11-12
457,ati,13.2154,18.3353,88.7,19,3,3.83,TD,2024-11-12
458,murghob,38.1702,73.9667,21.83000000000004,43,77,3.53,TJ,2024-11-12
459,konarka,19.9,86.1167,76.22600000000008,73,100,2.85,IN,2024-11-12
460,sumbe,-11.2061,13.8437,78.63800000000005,84,93,5.32,AO,2024-11-12
461,aitape,-3.1374,142.3475,77.61200000000005,90,85,2.21,PG,2024-11-12
462,luang prabang,19.8856,102.1347,69.31400000000004,83,10,0.43,LA,2024-11-12
463,dunedin,-45.8742,170.5036,48.79400000000008,99,83,2.68,NZ,2024-11-12
464,ooty,11.4,76.7,52.79000000000002,98,99,0.62,IN,2024-11-12
465,praya,14.9215,-23.5087,86.54000000000002,32,0,7.72,CV,2024-11-12
466,emerald,-23.5333,148.1667,72.33800000000005,80,96,3.52,AU,2024-11-12
467,diego de almagro,-26.3667,-70.05,83.35400000000006,19,0,6.62,CL,2024-11-12
468,tougue,11.4667,-11.6,76.02800000000006,48,100,1.09,GN,2024-11-12
469,egilsstadir,65.2653,-14.3948,46.31000000000008,57,20,8.75,IS,2024-11-12
470,yambio,4.5721,28.3955,69.27800000000006,96,62,2.72,SS,2024-11-12
471,vostochnyy,55.8167,37.8667,34.088000000000044,100,70,2.68,RU,2024-11-12
472,labasa,-16.4167,179.3833,75.23600000000008,92,62,1.98,FJ,2024-11-12
473,grand falls-windsor,48.9332,-55.6649,51.51200000000006,82,100,1.17,CA,2024-11-12
474,lhasa,29.65,91.1,37.58000000000004,36,67,1.94,CN,2024-11-12
475,lensk,60.7253,114.9278,14.018000000000086,98,100,1.74,RU,2024-11-12
476,homer,59.6425,-151.5483,31.874000000000013,72,0,1.54,US,2024-11-12
477,kapuskasing,49.4169,-82.4331,28.49000000000002,86,100,1.54,CA,2024-11-12
478,dubrovnik,42.6481,18.0922,51.44000000000002,62,0,1.54,HR,2024-11-12
479,upington,-28.4478,21.2561,89.97800000000007,12,0,3.09,ZA,2024-11-12
480,castelli,-25.9468,-60.6195,84.2,18,16,3.42,AR,2024-11-12
481,eenhana,-17.4667,16.3333,81.48200000000001,38,99,2.35,,2024-11-12
482,tazacorte,28.629,-17.9293,70.77200000000003,86,40,5.66,ES,2024-11-12
483,kampene,-3.6,26.6667,70.934,81,39,0.54,CD,2024-11-12
484,meadow lakes,61.6247,-149.6011,15.241999999999996,85,88,0.3,US,2024-11-12
485,aksu,41.1231,80.2644,46.4,59,100,1.28,CN,2024-11-12
486,lazaro cardenas,17.9583,-102.2,85.35200000000007,63,98,2.24,MX,2024-11-12
487,yanchep,-31.55,115.6833,58.85600000000003,87,0,3.21,AU,2024-11-12
488,el trebol,-32.2008,-61.7014,80.02400000000002,27,83,1.79,AR,2024-11-12
489,kundiawa,-6.0167,144.9667,58.56800000000008,96,100,1.28,PG,2024-11-12
490,nahiyat ash shinafiyah,31.5874,44.6602,72.14000000000001,46,24,4.0,IQ,2024-11-12
491,bang len,14.0219,100.1718,76.62200000000004,85,96,2.64,TH,2024-11-12
492,kisangani,0.5167,25.2,73.11200000000005,94,100,0.81,CD,2024-11-12
493,fisterra,42.9049,-9.2629,57.77600000000009,70,45,12.02,ES,2024-11-12
494,taseyevo,57.2169,94.8978,15.962000000000057,73,100,5.04,RU,2024-11-12
495,sao luiz gonzaga,-28.4083,-54.9608,74.01200000000006,26,7,5.77,BR,2024-11-12
496,ternate,0.8,127.4,80.11400000000003,79,62,1.47,ID,2024-11-12
497,arar,30.9753,41.0381,64.41800000000009,59,0,0.0,SA,2024-11-12
498,neryungri,56.6709,124.6491,-8.445999999999948,98,28,1.55,RU,2024-11-12
499,itoman,26.1247,127.6694,77.01800000000009,83,100,4.12,JP,2024-11-12
500,bonthe,7.5264,-12.505,81.87800000000007,74,71,3.93,SL,2024-11-12
501,abatskoye,56.2875,70.4555,16.682000000000016,94,100,4.43,RU,2024-11-12
502,hinton,53.4001,-117.5857,35.67200000000004,66,100,2.01,CA,2024-11-12
503,ketchikan,55.3422,-131.6461,43.268000000000086,87,100,1.54,US,2024-11-12
504,siverskiy,59.3544,30.0783,38.04800000000002,97,100,2.52,RU,2024-11-12
505,mochudi,-24.4167,26.15,79.39400000000008,62,62,3.61,BW,2024-11-12
506,copiapo,-27.3667,-70.3333,81.51800000000009,27,1,5.09,CL,2024-11-12
507,antofagasta,-23.65,-70.4,67.28000000000004,71,10,4.01,CL,2024-11-12
508,xingcheng,40.6167,120.7167,45.82400000000001,47,95,1.38,CN,2024-11-12
509,jining,35.405,116.5814,62.11400000000003,79,100,3.72,CN,2024-11-12
510,kill devil hills,36.0307,-75.676,63.98600000000007,59,40,7.2,US,2024-11-12
511,umm kaddadah,13.6017,26.6876,80.49199999999999,14,1,5.96,SD,2024-11-12
512,kenora,49.8167,-94.4337,38.37200000000004,65,75,9.26,CA,2024-11-12
513,priozersk,61.0393,30.1291,38.08399999999999,87,100,2.31,RU,2024-11-12
514,bafra,41.5678,35.9069,52.17800000000007,84,6,1.63,TR,2024-11-12
515,rampachodavaram,17.45,81.7667,71.708,95,99,1.28,IN,2024-11-12
516,sabang,5.8933,95.3214,83.49800000000002,70,93,1.67,ID,2024-11-12
517,poronaysk,49.2167,143.1167,23.81000000000008,59,34,2.73,RU,2024-11-12
518,jiayuguan,39.8167,98.3,41.97200000000004,48,100,0.37,CN,2024-11-12
519,cooper's town,26.8667,-77.5167,77.95400000000005,81,46,6.69,BS,2024-11-12
520,brevard,28.292,-80.7492,86.05400000000006,73,13,2.24,US,2024-11-12
521,tefe,-3.3542,-64.7114,93.308,55,40,1.03,BR,2024-11-12
522,tamanrasset,22.785,5.5228,71.51000000000008,20,0,2.06,DZ,2024-11-12
523,fale old settlement,-9.3852,-171.2468,82.63399999999999,68,2,6.77,TK,2024-11-12
524,tarawa,1.419,172.984,80.69000000000003,78,20,4.63,KI,2024-11-12
525,al jawf,29.5,38.75,67.40600000000003,51,32,3.93,SA,2024-11-12
526,cam ranh,11.9214,109.1591,78.76400000000004,89,40,1.03,VN,2024-11-12
527,zhanaozen,43.3,52.8,38.33600000000007,64,96,5.17,KZ,2024-11-12
528,al mijlad,11.0333,27.7333,88.84400000000008,26,1,4.67,SD,2024-11-12
529,nova londrina,-22.7658,-52.985,86.108,44,29,7.21,BR,2024-11-12
530,zambrow,52.9855,22.2432,35.76200000000006,69,38,1.31,PL,2024-11-12
531,eichstatt,48.8833,11.1833,36.01400000000003,87,100,3.09,DE,2024-11-12
532,turinsk,58.0458,63.696,23.52200000000004,96,100,3.0,RU,2024-11-12
533,gargalianoi,37.0667,21.6333,58.37000000000006,87,100,5.79,GR,2024-11-12
534,puerto la cruz,10.2167,-64.6167,83.44400000000007,72,98,3.57,VE,2024-11-12
535,dacice,49.0815,15.4373,36.17600000000009,94,73,1.1,CZ,2024-11-12
536,nikolayevsk-on-amure,53.1406,140.73,10.418000000000085,90,31,1.79,RU,2024-11-12
537,san jose del guaviare,2.5729,-72.6459,86.99000000000002,48,64,2.24,CO,2024-11-12
538,mutoko,-17.397,32.2268,74.35400000000006,53,21,2.15,ZW,2024-11-12
539,archangelos,36.2149,28.1149,62.31200000000005,78,19,1.63,GR,2024-11-12
540,goure,13.9835,10.2704,83.066,19,0,3.85,NE,2024-11-12
541,iwon-up,40.3231,128.6553,51.188000000000045,60,86,1.69,KP,2024-11-12
542,aoulef,26.9667,1.0833,74.15600000000003,28,21,2.44,DZ,2024-11-12
543,tonekabon,36.8163,50.8738,55.346000000000046,96,100,3.43,IR,2024-11-12
544,baotou,40.6522,109.8222,44.88800000000005,37,100,2.24,CN,2024-11-12
545,buala,-8.145,159.5921,80.24000000000002,82,70,2.74,SB,2024-11-12
546,bang saphan,11.2126,99.5117,75.03800000000004,87,96,1.29,TH,2024-11-12
547,nagqu,31.5,92.0,24.728000000000065,27,100,3.13,CN,2024-11-12
548,bumba,2.1833,22.4667,73.49000000000002,91,96,1.29,CD,2024-11-12
549,braganca,-1.0536,-46.7656,88.44800000000002,49,50,3.3,BR,2024-11-12
550,kone,-21.0595,164.8658,69.92600000000009,91,50,1.87,NC,2024-11-12
551,pemba,-12.974,40.5178,83.10200000000007,83,40,5.25,MZ,2024-11-12
552,plettenberg bay,-34.0527,23.3716,62.51000000000008,92,4,4.75,ZA,2024-11-12
553,tidjikja,18.5564,-11.4271,83.57000000000006,11,0,3.47,MR,2024-11-12
554,sovetskiy,61.3614,63.5842,10.328000000000069,94,96,2.92,RU,2024-11-12
555,pogar,52.554,33.2591,31.658000000000005,87,16,2.43,RU,2024-11-12
556,atar,20.5169,-13.0499,85.02800000000006,11,0,1.48,MR,2024-11-12
557,peniche,39.3558,-9.3811,63.21200000000006,79,2,8.86,PT,2024-11-12
558,tequixquiac,19.9081,-99.1475,68.09000000000002,30,60,0.45,MX,2024-11-12
559,tughyl,47.7252,84.2063,26.58200000000001,68,89,3.78,KZ,2024-11-12
560,krasnyy chikoy,50.3643,108.7512,12.866000000000009,99,32,0.97,RU,2024-11-12
561,santa ana hueytlalpan,20.1833,-98.3,68.37800000000007,37,2,2.34,MX,2024-11-12
562,luena,-11.7833,19.9167,67.11800000000008,80,45,2.13,AO,2024-11-12
563,snyder,32.7179,-100.9176,68.342,64,0,6.69,US,2024-11-12
564,alaghsas,17.0187,8.0168,84.092,17,0,4.63,NE,2024-11-12
565,hoquiam,46.9809,-123.8893,53.00600000000003,91,100,5.14,US,2024-11-12
566,ierapetra,35.01,25.7353,69.15200000000007,76,0,0.89,GR,2024-11-12
567,new albany,38.2856,-85.8241,55.49000000000002,59,20,6.17,US,2024-11-12
568,kreminna,49.0495,38.2179,36.608,62,13,1.86,UA,2024-11-12
569,kokkola,63.8385,23.1307,35.924000000000014,100,40,2.57,FI,2024-11-12
570,non sang,16.8687,102.5664,75.56000000000009,75,63,0.36,TH,2024-11-12
571,tobelo,1.7284,128.0095,80.18600000000006,82,27,1.51,ID,2024-11-12
572,howard springs,-12.497,131.047,84.11000000000008,78,61,0.79,AU,2024-11-12
573,san julian,21.0167,-102.1667,73.958,30,42,1.63,MX,2024-11-12
574,cole harbour,44.6724,-63.4751,54.788000000000046,90,75,1.54,CA,2024-11-12
575,tacoma,47.2529,-122.4443,51.332000000000015,87,75,5.14,US,2024-11-12
576,reggane,26.7158,0.1714,75.97400000000002,26,5,2.24,DZ,2024-11-12
577,valdivia,-39.8142,-73.2459,60.89000000000002,49,82,2.59,CL,2024-11-12
578,nafada,11.0956,11.3327,85.98200000000001,26,12,3.54,NG,2024-11-12
579,mesudiye,40.4625,37.7725,41.9,88,0,0.76,TR,2024-11-12
580,hobyo,5.3505,48.5268,80.61800000000008,78,16,5.63,SO,2024-11-12
581,tsumeb,-19.2333,17.7167,81.10400000000006,34,22,3.19,,2024-11-12
582,la passe,45.5549,-0.8967,49.820000000000064,82,100,5.69,FR,2024-11-12
583,qarqaraly,49.4058,75.4742,-2.8839999999999435,99,84,2.58,KZ,2024-11-12
584,mbandaka,0.0487,18.2603,78.58399999999999,72,94,1.68,CD,2024-11-12
585,dalandzadgad,43.5708,104.425,36.62600000000009,30,9,1.75,MN,2024-11-12
586,port blair,11.6667,92.75,80.79800000000003,80,31,2.74,IN,2024-11-12
587,tondano,1.3038,124.9112,68.09000000000002,97,92,0.69,ID,2024-11-12
588,khandyga,62.6667,135.6,-15.141999999999946,98,70,1.18,RU,2024-11-12
589,hammerfest,70.6634,23.6821,43.25,75,75,4.12,NO,2024-11-12
